BioProject	balance_value	group	disease
PRJNA548879	-5.79351247201384	HPV+ (42)	HPV
PRJNA548879	-4.55762179567197	HPV+ (42)	HPV
PRJNA548879	-4.09520280663551	HPV+ (42)	HPV
PRJNA548879	-8.05508000436243	HPV+ (42)	HPV
PRJNA548879	10.4770941419718	HPV+ (42)	HPV
PRJNA548879	1.48263150554061	HPV+ (42)	HPV
PRJNA548879	10.4867978528949	HPV- (20)	HPV
PRJNA548879	-4.39488506563971	HPV- (20)	HPV
PRJNA548879	11.3450238556511	HPV- (20)	HPV
PRJNA548879	-0.173027352480903	HPV- (20)	HPV
PRJNA548879	5.12196715263449	HPV- (20)	HPV
PRJNA548879	8.92488877390761	HPV- (20)	HPV
PRJNA548879	2.43779126735898	HPV- (20)	HPV
PRJNA548879	11.8634194714967	HPV- (20)	HPV
PRJNA548879	8.41862673831482	HPV- (20)	HPV
PRJNA548879	7.87028649178311	HPV- (20)	HPV
PRJNA548879	6.32704663300551	HPV+ (42)	HPV
PRJNA548879	10.05261192719	HPV+ (42)	HPV
PRJNA548879	10.2156350928833	HPV+ (42)	HPV
PRJNA548879	8.13622995392065	HPV+ (42)	HPV
PRJNA548879	-7.6823796002489	HPV+ (42)	HPV
PRJNA548879	8.2068480408847	HPV+ (42)	HPV
PRJNA548879	NA	HPV+ (42)	HPV
PRJNA548879	4.83251181338424	HPV+ (42)	HPV
PRJNA548879	17.8051515224275	HPV+ (42)	HPV
PRJNA548879	4.59846682332704	HPV+ (42)	HPV
PRJNA548879	9.018837170529	HPV+ (42)	HPV
PRJNA548879	-1.35761117910984	HPV+ (42)	HPV
PRJNA548879	3.73228189390045	HPV+ (42)	HPV
PRJNA548879	-1.44835756028703	HPV- (20)	HPV
PRJNA548879	20.941375524381	HPV- (20)	HPV
PRJNA548879	3.95780614386125	HPV- (20)	HPV
PRJNA548879	17.2971286477281	HPV- (20)	HPV
PRJNA548879	12.1661911492005	HPV- (20)	HPV
PRJNA548879	17.1402470980664	HPV- (20)	HPV
PRJNA548879	7.84029887745246	HPV- (20)	HPV
PRJNA548879	16.7005407881938	HPV- (20)	HPV
PRJNA548879	7.53384328239423	HPV+ (42)	HPV
PRJNA548879	7.89854866130736	HPV- (20)	HPV
PRJNA548879	-3.71752469418425	HPV+ (42)	HPV
PRJNA548879	6.83733226372786	HPV+ (42)	HPV
PRJNA548879	20.4223348448389	HPV+ (42)	HPV
PRJNA548879	4.16972830135572	HPV+ (42)	HPV
PRJNA548879	6.49873630839103	HPV+ (42)	HPV
PRJNA548879	1.73424263596987	HPV+ (42)	HPV
PRJNA548879	3.33451602549975	HPV+ (42)	HPV
PRJNA548879	11.504425370519	HPV+ (42)	HPV
PRJNA548879	3.21414266944537	HPV+ (42)	HPV
PRJNA548879	4.49331717322274	HPV+ (42)	HPV
PRJNA548879	4.49927967112223	HPV+ (42)	HPV
PRJNA548879	8.28043931312289	HPV+ (42)	HPV
PRJNA548879	-6.84918396387055	HPV+ (42)	HPV
PRJNA548879	2.20465072052789	HPV+ (42)	HPV
PRJNA548879	-2.07959961296899	HPV+ (42)	HPV
PRJNA548879	15.7922511174122	HPV+ (42)	HPV
PRJNA548879	8.62490997397263	HPV+ (42)	HPV
PRJNA548879	9.45282029077964	HPV+ (42)	HPV
PRJNA548879	21.0132667619905	HPV+ (42)	HPV
PRJNA548879	-1.1555568627767	HPV+ (42)	HPV
PRJNA548879	13.9200650109011	HPV+ (42)	HPV
PRJNA548879	18.7337212054608	HPV+ (42)	HPV
PRJNA548879	11.4313070107647	HPV- (20)	HPV
PRJNA551647	11.4925385937445	HPV- (30)	HPV
PRJNA551647	-2.06226474486176	HPV- (30)	HPV
PRJNA551647	0	HPV- (30)	HPV
PRJNA551647	0	HPV- (30)	HPV
PRJNA551647	0	HPV- (30)	HPV
PRJNA551647	11.4619761725541	HPV- (30)	HPV
PRJNA551647	9.05445800049231	HPV- (30)	HPV
PRJNA551647	0	HPV- (30)	HPV
PRJNA551647	11.4116725174221	HPV- (30)	HPV
PRJNA551647	8.71168868037548	HPV- (30)	HPV
PRJNA551647	7.98619022497608	HPV- (30)	HPV
PRJNA551647	11.5122578927618	HPV- (30)	HPV
PRJNA551647	0	HPV- (30)	HPV
PRJNA551647	10.1660005044071	HPV- (30)	HPV
PRJNA551647	9.48469440229675	HPV- (30)	HPV
PRJNA551647	11.5126198948542	HPV- (30)	HPV
PRJNA551647	9.89415090651644	HPV- (30)	HPV
PRJNA551647	11.0551335808436	HPV- (30)	HPV
PRJNA551647	8.36033556666694	HPV- (30)	HPV
PRJNA551647	11.5100524264814	HPV- (30)	HPV
PRJNA551647	2.40848123439907	HPV+ (30)	HPV
PRJNA551647	11.4839016500216	HPV+ (30)	HPV
PRJNA551647	8.08218362512307	HPV+ (30)	HPV
PRJNA551647	-2.0481097074128	HPV+ (30)	HPV
PRJNA551647	-11.8809778636358	HPV+ (30)	HPV
PRJNA551647	11.5037539555274	HPV+ (30)	HPV
PRJNA551647	-7.28276029352436	HPV+ (30)	HPV
PRJNA551647	11.3563700762248	HPV+ (30)	HPV
PRJNA551647	11.5055138782563	HPV+ (30)	HPV
PRJNA551647	11.4680012302537	HPV+ (30)	HPV
PRJNA551647	9.91207529383374	HPV- (30)	HPV
PRJNA551647	0	HPV- (30)	HPV
PRJNA551647	11.4515209581027	HPV- (30)	HPV
PRJNA551647	13.2615971887962	HPV+ (30)	HPV
PRJNA551647	9.77023869164383	HPV+ (30)	HPV
PRJNA551647	19.6388857668542	HPV+ (30)	HPV
PRJNA551647	11.3224663250417	HPV+ (30)	HPV
PRJNA551647	6.15078270443756	HPV+ (30)	HPV
PRJNA551647	-5.05132631610613	HPV+ (30)	HPV
PRJNA551647	7.42112962814404	HPV+ (30)	HPV
PRJNA551647	3.14094553550776	HPV+ (30)	HPV
PRJNA551647	11.4994048891218	HPV- (30)	HPV
PRJNA551647	11.344928860873	HPV+ (30)	HPV
PRJNA551647	11.4393522116191	HPV+ (30)	HPV
PRJNA551647	7.89007237631813	HPV- (30)	HPV
PRJNA551647	1.08943894625074	HPV- (30)	HPV
PRJNA551647	9.49880869641521	HPV- (30)	HPV
PRJNA551647	7.53058230670013	HPV- (30)	HPV
PRJNA551647	9.35498789817322	HPV+ (30)	HPV
PRJNA551647	7.78473067055264	HPV+ (30)	HPV
PRJNA551647	5.43180045939306	HPV- (30)	HPV
PRJNA551647	10.2448801017524	HPV+ (30)	HPV
PRJNA551647	7.01516041820796	HPV+ (30)	HPV
PRJNA551647	9.75216542033507	HPV+ (30)	HPV
PRJNA551647	10.0622283701253	HPV+ (30)	HPV
PRJNA551647	9.59782468855965	HPV+ (30)	HPV
PRJNA551647	1.71495763300758	HPV+ (30)	HPV
PRJNA551647	11.4917368261491	HPV+ (30)	HPV
PRJNA551647	9.46852177760204	HPV+ (30)	HPV
PRJNA551647	11.3624988006373	HPV- (30)	HPV
PRJNA594533	9.28617697736957	POF (22)	POF
PRJNA594533	6.48588033930361	POF (22)	POF
PRJNA594533	13.5834454131493	POF (22)	POF
PRJNA594533	7.03623185913044	POF (22)	POF
PRJNA594533	7.81191081854233	Healthy (29)	POF
PRJNA594533	-0.604849324463732	POF (22)	POF
PRJNA594533	9.25302029645176	Healthy (29)	POF
PRJNA594533	7.54955565310725	Healthy (29)	POF
PRJNA594533	-8.10203469127092	Healthy (29)	POF
PRJNA594533	6.79135564356217	Healthy (29)	POF
PRJNA594533	11.4584663171013	Healthy (29)	POF
PRJNA594533	8.10738932382234	Healthy (29)	POF
PRJNA594533	11.5108398062231	Healthy (29)	POF
PRJNA594533	7.00855908874776	Healthy (29)	POF
PRJNA594533	5.73460403623213	Healthy (29)	POF
PRJNA594533	8.65207390345023	Healthy (29)	POF
PRJNA594533	-4.11318719864656	POF (22)	POF
PRJNA594533	7.16858061418455	Healthy (29)	POF
PRJNA594533	2.10680682026653	Healthy (29)	POF
PRJNA594533	16.3338461135818	Healthy (29)	POF
PRJNA594533	0.359428322967627	Healthy (29)	POF
PRJNA594533	14.9136229715907	Healthy (29)	POF
PRJNA594533	3.70350797137474	Healthy (29)	POF
PRJNA594533	8.9124124355009	Healthy (29)	POF
PRJNA594533	7.69790685976478	Healthy (29)	POF
PRJNA594533	16.7536855367032	Healthy (29)	POF
PRJNA594533	11.50114928388	Healthy (29)	POF
PRJNA594533	11.8573054377798	POF (22)	POF
PRJNA594533	-2.82637754336102	Healthy (29)	POF
PRJNA594533	21.3438092897043	Healthy (29)	POF
PRJNA594533	13.7537901799968	Healthy (29)	POF
PRJNA594533	11.5015971914798	Healthy (29)	POF
PRJNA594533	15.5096996091367	Healthy (29)	POF
PRJNA594533	-2.89688576611933	Healthy (29)	POF
PRJNA594533	13.7777276169548	Healthy (29)	POF
PRJNA594533	21.948171791115	Healthy (29)	POF
PRJNA594533	-5.24268766794726	POF (22)	POF
PRJNA594533	15.5379397910022	POF (22)	POF
PRJNA594533	2.52884225880512	POF (22)	POF
PRJNA594533	3.63086187468297	POF (22)	POF
PRJNA594533	-1.79876842993574	POF (22)	POF
PRJNA594533	-2.52621429594481	POF (22)	POF
PRJNA594533	-3.82858602522023	POF (22)	POF
PRJNA594533	-8.73415192349236	POF (22)	POF
PRJNA594533	5.8374004504049	POF (22)	POF
PRJNA594533	9.9407438208521	POF (22)	POF
PRJNA594533	-4.80089988020243	POF (22)	POF
PRJNA594533	1.94785787442899	POF (22)	POF
PRJNA594533	15.1899029078997	POF (22)	POF
PRJNA594533	8.3081581140334	POF (22)	POF
PRJNA594533	0.46762732178626	POF (22)	POF
PRJNA640979	11.5125088456226	Healthy (200)	IUA
PRJNA640979	9.58719834838067	Healthy (200)	IUA
PRJNA640979	-2.17919627987052	Healthy (200)	IUA
PRJNA640979	-2.33104977898097	Healthy (200)	IUA
PRJNA640979	6.44780768849856	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	-2.7654482091776	Healthy (200)	IUA
PRJNA640979	4.54725944790232	IUA (172)	IUA
PRJNA640979	21.0870498258789	IUA (172)	IUA
PRJNA640979	11.5043166832048	IUA (172)	IUA
PRJNA640979	11.3513997447866	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	20.5336921668654	IUA (172)	IUA
PRJNA640979	7.99661333445622	IUA (172)	IUA
PRJNA640979	7.27295964915194	IUA (172)	IUA
PRJNA640979	11.5118965542434	IUA (172)	IUA
PRJNA640979	11.5114720998365	IUA (172)	IUA
PRJNA640979	11.4561652971016	IUA (172)	IUA
PRJNA640979	9.15937140049474	IUA (172)	IUA
PRJNA640979	11.4552021863385	IUA (172)	IUA
PRJNA640979	11.5019561576894	IUA (172)	IUA
PRJNA640979	-4.98278707020549	Healthy (200)	IUA
PRJNA640979	11.4668881254971	IUA (172)	IUA
PRJNA640979	9.3847968412778	IUA (172)	IUA
PRJNA640979	21.5061058741466	IUA (172)	IUA
PRJNA640979	10.4306593571449	IUA (172)	IUA
PRJNA640979	11.4616460230772	IUA (172)	IUA
PRJNA640979	9.62706277768331	IUA (172)	IUA
PRJNA640979	9.24762324432619	IUA (172)	IUA
PRJNA640979	-2.86188101629221	IUA (172)	IUA
PRJNA640979	11.5126495050168	IUA (172)	IUA
PRJNA640979	21.0966883786072	IUA (172)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	19.9950457606034	IUA (172)	IUA
PRJNA640979	18.7220426362765	IUA (172)	IUA
PRJNA640979	11.4660898755469	IUA (172)	IUA
PRJNA640979	10.4209743905606	IUA (172)	IUA
PRJNA640979	9.31119450727325	IUA (172)	IUA
PRJNA640979	9.55269857979349	IUA (172)	IUA
PRJNA640979	11.508820569033	IUA (172)	IUA
PRJNA640979	11.2951319082356	IUA (172)	IUA
PRJNA640979	20.0835855014325	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	11.5088930910649	Healthy (200)	IUA
PRJNA640979	11.5115353081166	IUA (172)	IUA
PRJNA640979	8.5657240478378	IUA (172)	IUA
PRJNA640979	-5.95734359025653	IUA (172)	IUA
PRJNA640979	11.5126516424004	IUA (172)	IUA
PRJNA640979	11.3720642587747	IUA (172)	IUA
PRJNA640979	-0.79601757904341	IUA (172)	IUA
PRJNA640979	9.84364169216094	IUA (172)	IUA
PRJNA640979	8.97892821947483	IUA (172)	IUA
PRJNA640979	9.56591338709426	IUA (172)	IUA
PRJNA640979	11.2021438041415	IUA (172)	IUA
PRJNA640979	11.5117001543536	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	11.5071618620259	Healthy (200)	IUA
PRJNA640979	7.1087964830978	Healthy (200)	IUA
PRJNA640979	11.201833832466	Healthy (200)	IUA
PRJNA640979	10.7859800841491	Healthy (200)	IUA
PRJNA640979	-2.51234539456325	Healthy (200)	IUA
PRJNA640979	11.4863528872777	Healthy (200)	IUA
PRJNA640979	-12.2889697283418	Healthy (200)	IUA
PRJNA640979	21.4343524935726	Healthy (200)	IUA
PRJNA640979	-2.06312025809538	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	8.63169693382077	Healthy (200)	IUA
PRJNA640979	7.72375714250473	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	5.40900634894775	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	11.4982150771373	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	6.76347823213263	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	20.6299650671689	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	11.4933453761116	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	8.87212573981071	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	11.4632625922221	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	11.5129254649702	Healthy (200)	IUA
PRJNA640979	8.87619949251553	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	11.3308875584612	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	-2.79013251111856	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	11.5092817527928	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	11.4296103172826	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	7.13204623327955	Healthy (200)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	11.1167596897165	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	-4.47182646125207	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	9.11336829451375	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	4.05650438291077	Healthy (200)	IUA
PRJNA640979	6.30327539721894	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	9.27533027212081	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	2.82889469731096	IUA (172)	IUA
PRJNA640979	21.0819353788542	IUA (172)	IUA
PRJNA640979	11.5117779861867	IUA (172)	IUA
PRJNA640979	8.97473128739058	IUA (172)	IUA
PRJNA640979	20.6397579828349	IUA (172)	IUA
PRJNA640979	8.40901289190755	IUA (172)	IUA
PRJNA640979	21.2030456012427	Healthy (200)	IUA
PRJNA640979	4.09586089425182	IUA (172)	IUA
PRJNA640979	11.5129254649702	IUA (172)	IUA
PRJNA640979	11.5128186159475	IUA (172)	IUA
PRJNA640979	11.5012369740178	IUA (172)	IUA
PRJNA640979	10.3172317895958	IUA (172)	IUA
PRJNA640979	9.49777866560308	IUA (172)	IUA
PRJNA640979	11.5075966785396	IUA (172)	IUA
PRJNA640979	11.5070618329129	IUA (172)	IUA
PRJNA640979	8.83605693683071	IUA (172)	IUA
PRJNA640979	21.0723282977545	IUA (172)	IUA
PRJNA640979	-2.56367738734142	Healthy (200)	IUA
PRJNA640979	11.462723649809	IUA (172)	IUA
PRJNA640979	11.4836411535256	IUA (172)	IUA
PRJNA640979	0	IUA (172)	IUA
PRJNA640979	9.22596005943139	IUA (172)	IUA
PRJNA640979	-5.1008077203021	IUA (172)	IUA
PRJNA640979	8.85394150759246	IUA (172)	IUA
PRJNA640979	18.9251271184385	IUA (172)	IUA
PRJNA640979	8.49557978703896	IUA (172)	IUA
PRJNA640979	18.8689541934295	IUA (172)	IUA
PRJNA640979	11.3317196605224	IUA (172)	IUA
PRJNA640979	8.11872120429544	Healthy (200)	IUA
PRJNA640979	8.84289885043124	IUA (172)	IUA
PRJNA640979	9.54548312768453	IUA (172)	IUA
PRJNA640979	3.96932778462944	IUA (172)	IUA
PRJNA640979	11.4904186603595	IUA (172)	IUA
PRJNA640979	10.2825650538343	IUA (172)	IUA
PRJNA640979	10.8334054742109	IUA (172)	IUA
PRJNA640979	17.1175354356568	IUA (172)	IUA
PRJNA640979	11.5110970218261	IUA (172)	IUA
PRJNA640979	8.73047609129007	IUA (172)	IUA
PRJNA640979	-12.58000149125	IUA (172)	IUA
PRJNA640979	6.31332576938329	Healthy (200)	IUA
PRJNA640979	11.5109861469558	IUA (172)	IUA
PRJNA640979	11.2114653677754	IUA (172)	IUA
PRJNA640979	2.0048523736698	IUA (172)	IUA
PRJNA640979	9.33726749009126	IUA (172)	IUA
PRJNA640979	9.16434091272585	IUA (172)	IUA
PRJNA640979	8.09476897420634	IUA (172)	IUA
PRJNA640979	11.3819099012622	IUA (172)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	11.5119026211086	Healthy (200)	IUA
PRJNA640979	9.37960506171193	Healthy (200)	IUA
PRJNA640979	11.5129254649702	Healthy (200)	IUA
PRJNA640979	11.2734829360231	Healthy (200)	IUA
PRJNA640979	10.9176959223906	Healthy (200)	IUA
PRJNA640979	-2.61365459708679	Healthy (200)	IUA
PRJNA640979	11.512006782047	Healthy (200)	IUA
PRJNA640979	-0.799435942209788	Healthy (200)	IUA
PRJNA640979	21.598149414084	Healthy (200)	IUA
PRJNA640979	-4.39786755507732	Healthy (200)	IUA
PRJNA640979	8.24635414779186	Healthy (200)	IUA
PRJNA640979	-2.63651915486433	Healthy (200)	IUA
PRJNA640979	4.19351500302512	Healthy (200)	IUA
PRJNA640979	11.5129254649702	Healthy (200)	IUA
PRJNA640979	11.476931092335	Healthy (200)	IUA
PRJNA640979	-0.0478013249654516	Healthy (200)	IUA
PRJNA640979	20.3758220577572	Healthy (200)	IUA
PRJNA640979	11.5080179519002	Healthy (200)	IUA
PRJNA640979	8.44723458650441	Healthy (200)	IUA
PRJNA640979	11.5053375579584	Healthy (200)	IUA
PRJNA640979	11.5129254649702	Healthy (200)	IUA
PRJNA640979	11.2003317698618	Healthy (200)	IUA
PRJNA640979	8.0750512235467	Healthy (200)	IUA
PRJNA640979	3.46129651846315	Healthy (200)	IUA
PRJNA640979	11.5124121644028	Healthy (200)	IUA
PRJNA640979	11.5110315862398	Healthy (200)	IUA
PRJNA640979	11.4340020878213	Healthy (200)	IUA
PRJNA640979	-2.1391734957497	Healthy (200)	IUA
PRJNA640979	11.5129254649702	Healthy (200)	IUA
PRJNA640979	6.74963705457512	Healthy (200)	IUA
PRJNA640979	6.5116862871674	Healthy (200)	IUA
PRJNA640979	4.78551170831611	Healthy (200)	IUA
PRJNA640979	11.5127248953498	Healthy (200)	IUA
PRJNA640979	21.1940713199835	Healthy (200)	IUA
PRJNA640979	-2.77140724440415	Healthy (200)	IUA
PRJNA640979	10.2534689560836	Healthy (200)	IUA
PRJNA640979	9.89992042558772	Healthy (200)	IUA
PRJNA640979	-4.15484609374729	Healthy (200)	IUA
PRJNA640979	11.5129254649702	Healthy (200)	IUA
PRJNA640979	11.5123505870684	Healthy (200)	IUA
PRJNA640979	11.5129254649702	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	9.16578074916821	Healthy (200)	IUA
PRJNA640979	9.37035899763118	Healthy (200)	IUA
PRJNA640979	-5.06859043070874	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	0	Healthy (200)	IUA
PRJNA640979	6.21153297114988	Healthy (200)	IUA
PRJNA674451	10.2863373106778	BV- (19)	BV
PRJNA674451	6.68891274997613	BV- (19)	BV
PRJNA674451	9.21088861764515	BV- (19)	BV
PRJNA674451	18.4408842804857	BV- (19)	BV
